,Indent,Zr_at,Nb_at,Mo_at,Ti_at,Cr_at,Zr_m,Nb_m,Mo_m,Ti_m,Cr_m,E_GPa
data_1319,grad16-Ti measure 13 indent 4,14.15,14.58,16.78,32.99,21.51,18.56,19.49,23.15,22.72,16.08,138.9279257187485
data_1320,grad16-Ti measure 13 indent 5,14.15,14.58,16.78,32.99,21.51,18.56,19.49,23.15,22.72,16.08,144.71949291740086
data_1322,grad17-Zr measure 1 indent 2,70.73,13.55,0.0,0.0,15.72,75.65,14.76,0.0,0.0,9.58,112.14743613517419
data_1323,grad17-Zr measure 1 indent 3,70.73,13.55,0.0,0.0,15.72,75.65,14.76,0.0,0.0,9.58,116.5497662613259
data_1324,grad17-Zr measure 1 indent 4,70.73,13.55,0.0,0.0,15.72,75.65,14.76,0.0,0.0,9.58,113.30921143704116
data_1325,grad17-Zr measure 1 indent 5,70.73,13.55,0.0,0.0,15.72,75.65,14.76,0.0,0.0,9.58,115.18431416082566
data_1326,grad17-Zr measure 2 indent 1,66.86,14.9,0.0,0.0,18.25,72.33,16.41,0.0,0.0,11.25,112.74152637632642
data_1327,grad17-Zr measure 2 indent 2,66.86,14.9,0.0,0.0,18.25,72.33,16.41,0.0,0.0,11.25,114.90149960339375
data_1328,grad17-Zr measure 2 indent 3,66.86,14.9,0.0,0.0,18.25,72.33,16.41,0.0,0.0,11.25,109.05108488599923
data_1329,grad17-Zr measure 2 indent 4,66.86,14.9,0.0,0.0,18.25,72.33,16.41,0.0,0.0,11.25,108.3198207842737
data_1330,grad17-Zr measure 2 indent 5,66.86,14.9,0.0,0.0,18.25,72.33,16.41,0.0,0.0,11.25,113.2365295839865
data_1331,grad17-Zr measure 3 indent 1,63.38,15.94,0.0,0.0,20.68,69.34,17.76,0.0,0.0,12.9,103.31511828393359
data_1332,grad17-Zr measure 3 indent 2,63.38,15.94,0.0,0.0,20.68,69.34,17.76,0.0,0.0,12.9,104.99230038995394
data_1333,grad17-Zr measure 3 indent 3,63.38,15.94,0.0,0.0,20.68,69.34,17.76,0.0,0.0,12.9,102.46628287711452
data_1334,grad17-Zr measure 3 indent 4,63.38,15.94,0.0,0.0,20.68,69.34,17.76,0.0,0.0,12.9,105.41963716007646
data_1335,grad17-Zr measure 3 indent 5,63.38,15.94,0.0,0.0,20.68,69.34,17.76,0.0,0.0,12.9,103.29668513155669
data_1336,grad17-Zr measure 4 indent 1,59.45,17.21,0.0,0.0,23.34,65.85,19.42,0.0,0.0,14.74,96.63904283113104
data_1337,grad17-Zr measure 4 indent 2,59.45,17.21,0.0,0.0,23.34,65.85,19.42,0.0,0.0,14.74,95.23470448085926
data_1338,grad17-Zr measure 4 indent 3,59.45,17.21,0.0,0.0,23.34,65.85,19.42,0.0,0.0,14.74,97.69756028040091
data_1339,grad17-Zr measure 4 indent 4,59.45,17.21,0.0,0.0,23.34,65.85,19.42,0.0,0.0,14.74,96.49648970280528
data_1340,grad17-Zr measure 4 indent 5,59.45,17.21,0.0,0.0,23.34,65.85,19.42,0.0,0.0,14.74,98.73354382180787
data_1341,grad17-Zr measure 5 indent 1,55.62,18.41,0.0,0.0,25.97,62.37,21.03,0.0,0.0,16.6,103.76946199561392
data_1342,grad17-Zr measure 5 indent 2,55.62,18.41,0.0,0.0,25.97,62.37,21.03,0.0,0.0,16.6,100.29404407544456
data_1343,grad17-Zr measure 5 indent 3,55.62,18.41,0.0,0.0,25.97,62.37,21.03,0.0,0.0,16.6,102.87117951498635
data_1344,grad17-Zr measure 5 indent 4,55.62,18.41,0.0,0.0,25.97,62.37,21.03,0.0,0.0,16.6,103.4198459339791
data_1345,grad17-Zr measure 5 indent 5,55.62,18.41,0.0,0.0,25.97,62.37,21.03,0.0,0.0,16.6,96.80440745270387
data_1346,grad17-Zr measure 6 indent 1,51.73,19.5,0.0,0.0,28.77,58.79,22.57,0.0,0.0,18.64,102.21228399610324
data_1347,grad17-Zr measure 6 indent 2,51.73,19.5,0.0,0.0,28.77,58.79,22.57,0.0,0.0,18.64,106.30826486150437
data_1348,grad17-Zr measure 6 indent 3,51.73,19.5,0.0,0.0,28.77,58.79,22.57,0.0,0.0,18.64,104.09681529723028
data_1349,grad17-Zr measure 6 indent 4,51.73,19.5,0.0,0.0,28.77,58.79,22.57,0.0,0.0,18.64,106.95860903363075
data_1350,grad17-Zr measure 6 indent 5,51.73,19.5,0.0,0.0,28.77,58.79,22.57,0.0,0.0,18.64,109.84353203781802
data_1351,grad17-Zr measure 7 indent 1,47.97,20.18,0.0,0.0,31.85,55.35,23.71,0.0,0.0,20.94,111.45544750954363
data_1352,grad17-Zr measure 7 indent 2,47.97,20.18,0.0,0.0,31.85,55.35,23.71,0.0,0.0,20.94,111.2046365891002
data_1353,grad17-Zr measure 7 indent 3,47.97,20.18,0.0,0.0,31.85,55.35,23.71,0.0,0.0,20.94,110.03958368365886
data_1354,grad17-Zr measure 7 indent 4,47.97,20.18,0.0,0.0,31.85,55.35,23.71,0.0,0.0,20.94,111.19429433150877
data_1355,grad17-Zr measure 7 indent 5,47.97,20.18,0.0,0.0,31.85,55.35,23.71,0.0,0.0,20.94,110.52207841927452
data_1356,grad17-Zr measure 8 indent 1,43.93,21.13,0.0,0.0,34.94,51.46,25.21,0.0,0.0,23.33,116.48335430685728
data_1358,grad17-Zr measure 8 indent 3,43.93,21.13,0.0,0.0,34.94,51.46,25.21,0.0,0.0,23.33,113.22035291511514
data_1359,grad17-Zr measure 8 indent 4,43.93,21.13,0.0,0.0,34.94,51.46,25.21,0.0,0.0,23.33,119.12981192899568
data_1360,grad17-Zr measure 8 indent 5,43.93,21.13,0.0,0.0,34.94,51.46,25.21,0.0,0.0,23.33,118.0418799667301
data_1361,grad17-Zr measure 9 indent 1,40.02,22.09,0.0,0.0,37.89,47.58,26.75,0.0,0.0,25.68,123.55249009614835
data_1362,grad17-Zr measure 9 indent 2,40.02,22.09,0.0,0.0,37.89,47.58,26.75,0.0,0.0,25.68,127.52542695177175
data_1363,grad17-Zr measure 9 indent 3,40.02,22.09,0.0,0.0,37.89,47.58,26.75,0.0,0.0,25.68,121.12583724203577
data_1364,grad17-Zr measure 9 indent 4,40.02,22.09,0.0,0.0,37.89,47.58,26.75,0.0,0.0,25.68,123.50486457854265
data_1366,grad17-Zr measure 10 indent 1,36.08,22.89,0.0,0.0,41.04,43.58,28.16,0.0,0.0,28.26,128.51896062966318
data_1367,grad17-Zr measure 10 indent 2,36.08,22.89,0.0,0.0,41.04,43.58,28.16,0.0,0.0,28.26,125.92507145056167
data_1368,grad17-Zr measure 10 indent 3,36.08,22.89,0.0,0.0,41.04,43.58,28.16,0.0,0.0,28.26,126.08981177910438
data_1369,grad17-Zr measure 10 indent 4,36.08,22.89,0.0,0.0,41.04,43.58,28.16,0.0,0.0,28.26,128.9557918862528
data_1370,grad17-Zr measure 10 indent 5,36.08,22.89,0.0,0.0,41.04,43.58,28.16,0.0,0.0,28.26,129.0649991297646
data_1371,grad17-Zr measure 11 indent 1,32.73,23.47,0.0,0.0,43.79,40.11,29.3,0.0,0.0,30.59,132.69003208224973
data_1372,grad17-Zr measure 11 indent 2,32.73,23.47,0.0,0.0,43.79,40.11,29.3,0.0,0.0,30.59,130.7608345870996
data_1373,grad17-Zr measure 11 indent 3,32.73,23.47,0.0,0.0,43.79,40.11,29.3,0.0,0.0,30.59,133.4230743528779
data_1374,grad17-Zr measure 11 indent 4,32.73,23.47,0.0,0.0,43.79,40.11,29.3,0.0,0.0,30.59,127.35926677771151
data_1375,grad17-Zr measure 11 indent 5,32.73,23.47,0.0,0.0,43.79,40.11,29.3,0.0,0.0,30.59,135.54671573874302
data_1376,grad17-NbCr measure 1 indent 1,30.82,23.98,0.0,0.0,45.2,38.05,30.15,0.0,0.0,31.81,126.66412076031659
data_1378,grad17-NbCr measure 1 indent 3,30.82,23.98,0.0,0.0,45.2,38.05,30.15,0.0,0.0,31.81,122.60576792695193
data_1379,grad17-NbCr measure 1 indent 4,30.82,23.98,0.0,0.0,45.2,38.05,30.15,0.0,0.0,31.81,126.41843432492405
data_1380,grad17-NbCr measure 1 indent 5,30.82,23.98,0.0,0.0,45.2,38.05,30.15,0.0,0.0,31.81,128.20346543167489
data_1381,grad17-NbCr measure 2 indent 1,27.44,24.48,0.0,0.0,48.08,34.39,31.25,0.0,0.0,34.36,132.22867351920445
data_1382,grad17-NbCr measure 2 indent 2,27.44,24.48,0.0,0.0,48.08,34.39,31.25,0.0,0.0,34.36,131.93448146125854
data_1383,grad17-NbCr measure 2 indent 3,27.44,24.48,0.0,0.0,48.08,34.39,31.25,0.0,0.0,34.36,132.00832415454926
data_1384,grad17-NbCr measure 2 indent 4,27.44,24.48,0.0,0.0,48.08,34.39,31.25,0.0,0.0,34.36,132.25770939337968
data_1386,grad17-NbCr measure 3 indent 1,24.46,24.99,0.0,0.0,50.55,31.07,32.33,0.0,0.0,36.6,142.0069821782486
data_1388,grad17-NbCr measure 3 indent 3,24.46,24.99,0.0,0.0,50.55,31.07,32.33,0.0,0.0,36.6,143.24070602585277
data_1389,grad17-NbCr measure 3 indent 4,24.46,24.99,0.0,0.0,50.55,31.07,32.33,0.0,0.0,36.6,141.838699714473
data_1390,grad17-NbCr measure 3 indent 5,24.46,24.99,0.0,0.0,50.55,31.07,32.33,0.0,0.0,36.6,142.62225057274102
data_1391,grad17-NbCr measure 4 indent 1,21.59,25.44,0.0,0.0,52.97,27.79,33.35,0.0,0.0,38.86,145.53719464606723
data_1392,grad17-NbCr measure 4 indent 2,21.59,25.44,0.0,0.0,52.97,27.79,33.35,0.0,0.0,38.86,148.54444117318184
data_1393,grad17-NbCr measure 4 indent 3,21.59,25.44,0.0,0.0,52.97,27.79,33.35,0.0,0.0,38.86,145.20539519087185
data_1394,grad17-NbCr measure 4 indent 4,21.59,25.44,0.0,0.0,52.97,27.79,33.35,0.0,0.0,38.86,144.69626519482952
data_1395,grad17-NbCr measure 4 indent 5,21.59,25.44,0.0,0.0,52.97,27.79,33.35,0.0,0.0,38.86,149.17017109003461
data_1396,grad17-NbCr measure 5 indent 1,19.21,25.89,0.0,0.0,54.9,24.99,34.3,0.0,0.0,40.71,148.3605037909798
data_1397,grad17-NbCr measure 5 indent 2,19.21,25.89,0.0,0.0,54.9,24.99,34.3,0.0,0.0,40.71,148.08939753624318
data_1398,grad17-NbCr measure 5 indent 3,19.21,25.89,0.0,0.0,54.9,24.99,34.3,0.0,0.0,40.71,147.5318933573763
data_1400,grad17-NbCr measure 5 indent 5,19.21,25.89,0.0,0.0,54.9,24.99,34.3,0.0,0.0,40.71,148.73023859721926
data_1401,grad17-NbCr measure 6 indent 1,16.55,26.56,0.0,0.0,56.88,21.77,35.58,0.0,0.0,42.65,158.75323505428844
data_1402,grad17-NbCr measure 6 indent 2,16.55,26.56,0.0,0.0,56.88,21.77,35.58,0.0,0.0,42.65,134.58353703156413
data_1403,grad17-NbCr measure 6 indent 3,16.55,26.56,0.0,0.0,56.88,21.77,35.58,0.0,0.0,42.65,146.03087805948869
data_1404,grad17-NbCr measure 6 indent 4,16.55,26.56,0.0,0.0,56.88,21.77,35.58,0.0,0.0,42.65,160.60009677243087
data_1406,grad17-NbCr measure 7 indent 1,14.7,27.04,0.0,0.0,58.26,19.48,36.5,0.0,0.0,44.02,160.10106093412074
data_1407,grad17-NbCr measure 7 indent 2,14.7,27.04,0.0,0.0,58.26,19.48,36.5,0.0,0.0,44.02,165.22826773664283
data_1408,grad17-NbCr measure 7 indent 3,14.7,27.04,0.0,0.0,58.26,19.48,36.5,0.0,0.0,44.02,159.90167784002148
data_1409,grad17-NbCr measure 7 indent 4,14.7,27.04,0.0,0.0,58.26,19.48,36.5,0.0,0.0,44.02,163.12370638529083
data_1410,grad17-NbCr measure 7 indent 5,14.7,27.04,0.0,0.0,58.26,19.48,36.5,0.0,0.0,44.02,159.8956367773511
data_1411,grad17-NbCr measure 8 indent 1,12.61,27.72,0.0,0.0,59.67,16.84,37.72,0.0,0.0,45.44,160.24032200837033
data_1412,grad17-NbCr measure 8 indent 2,12.61,27.72,0.0,0.0,59.67,16.84,37.72,0.0,0.0,45.44,166.46982727931854
data_1413,grad17-NbCr measure 8 indent 3,12.61,27.72,0.0,0.0,59.67,16.84,37.72,0.0,0.0,45.44,164.38736102039817
data_1414,grad17-NbCr measure 8 indent 4,12.61,27.72,0.0,0.0,59.67,16.84,37.72,0.0,0.0,45.44,151.50035387878827
data_1415,grad17-NbCr measure 8 indent 5,12.61,27.72,0.0,0.0,59.67,16.84,37.72,0.0,0.0,45.44,168.09939574013723
data_1416,grad17-NbCr measure 9 indent 1,10.88,28.43,0.0,0.0,60.68,14.62,38.91,0.0,0.0,46.47,164.6124271512778
data_1417,grad17-NbCr measure 9 indent 2,10.88,28.43,0.0,0.0,60.68,14.62,38.91,0.0,0.0,46.47,165.5219164065416
data_1418,grad17-NbCr measure 9 indent 3,10.88,28.43,0.0,0.0,60.68,14.62,38.91,0.0,0.0,46.47,160.95330092824875
data_1419,grad17-NbCr measure 9 indent 4,10.88,28.43,0.0,0.0,60.68,14.62,38.91,0.0,0.0,46.47,167.57203405894197
data_1420,grad17-NbCr measure 9 indent 5,10.88,28.43,0.0,0.0,60.68,14.62,38.91,0.0,0.0,46.47,164.21159218856292
data_1422,grad17-NbCr measure 10 indent 2,9.11,29.4,0.0,0.0,61.49,12.3,40.41,0.0,0.0,47.29,172.57972734784187
data_1423,grad17-NbCr measure 10 indent 3,9.11,29.4,0.0,0.0,61.49,12.3,40.41,0.0,0.0,47.29,170.95853442477176
data_1424,grad17-NbCr measure 10 indent 4,9.11,29.4,0.0,0.0,61.49,12.3,40.41,0.0,0.0,47.29,171.4652414797165
data_1425,grad17-NbCr measure 10 indent 5,9.11,29.4,0.0,0.0,61.49,12.3,40.41,0.0,0.0,47.29,169.63998298020834
data_1426,grad18-Zr measure 1 indent 1,67.23,0.0,13.59,0.0,19.18,72.72,0.0,15.46,0.0,11.82,97.00020557739381
data_1427,grad18-Zr measure 1 indent 2,67.23,0.0,13.59,0.0,19.18,72.72,0.0,15.46,0.0,11.82,98.85075995225603
data_1428,grad18-Zr measure 1 indent 3,67.23,0.0,13.59,0.0,19.18,72.72,0.0,15.46,0.0,11.82,100.69080354118412
data_1429,grad18-Zr measure 1 indent 4,67.23,0.0,13.59,0.0,19.18,72.72,0.0,15.46,0.0,11.82,98.22123147970471
data_1430,grad18-Zr measure 1 indent 5,67.23,0.0,13.59,0.0,19.18,72.72,0.0,15.46,0.0,11.82,97.56892399992861
data_1431,grad18-Zr measure 2 indent 1,63.13,0.0,15.1,0.0,21.77,69.06,0.0,17.37,0.0,13.57,102.87111383693167
data_1432,grad18-Zr measure 2 indent 2,63.13,0.0,15.1,0.0,21.77,69.06,0.0,17.37,0.0,13.57,104.0308696877504
data_1433,grad18-Zr measure 2 indent 3,63.13,0.0,15.1,0.0,21.77,69.06,0.0,17.37,0.0,13.57,101.80654220190263
data_1434,grad18-Zr measure 2 indent 4,63.13,0.0,15.1,0.0,21.77,69.06,0.0,17.37,0.0,13.57,106.85324865528958
data_1435,grad18-Zr measure 2 indent 5,63.13,0.0,15.1,0.0,21.77,69.06,0.0,17.37,0.0,13.57,102.08500826992507
data_1436,grad18-Zr measure 3 indent 1,58.83,0.0,16.5,0.0,24.67,65.19,0.0,19.23,0.0,15.58,105.14639949223566
data_1437,grad18-Zr measure 3 indent 2,58.83,0.0,16.5,0.0,24.67,65.19,0.0,19.23,0.0,15.58,109.23158846508646
data_1438,grad18-Zr measure 3 indent 3,58.83,0.0,16.5,0.0,24.67,65.19,0.0,19.23,0.0,15.58,108.05843854499372
data_1439,grad18-Zr measure 3 indent 4,58.83,0.0,16.5,0.0,24.67,65.19,0.0,19.23,0.0,15.58,110.62288475074324
data_1440,grad18-Zr measure 3 indent 5,58.83,0.0,16.5,0.0,24.67,65.19,0.0,19.23,0.0,15.58,105.48032967862548
data_1441,grad18-Zr measure 4 indent 1,54.4,0.0,17.93,0.0,27.67,61.1,0.0,21.18,0.0,17.72,116.5848879132081
data_1442,grad18-Zr measure 4 indent 2,54.4,0.0,17.93,0.0,27.67,61.1,0.0,21.18,0.0,17.72,111.9266778983166
data_1443,grad18-Zr measure 4 indent 3,54.4,0.0,17.93,0.0,27.67,61.1,0.0,21.18,0.0,17.72,112.26742382040683
data_1444,grad18-Zr measure 4 indent 4,54.4,0.0,17.93,0.0,27.67,61.1,0.0,21.18,0.0,17.72,110.61246986603602
data_1445,grad18-Zr measure 4 indent 5,54.4,0.0,17.93,0.0,27.67,61.1,0.0,21.18,0.0,17.72,116.76618816645028
data_1446,grad18-Zr measure 5 indent 1,50.23,0.0,19.25,0.0,30.53,57.16,0.0,23.04,0.0,19.8,121.1402667707985
data_1447,grad18-Zr measure 5 indent 2,50.23,0.0,19.25,0.0,30.53,57.16,0.0,23.04,0.0,19.8,122.11588670671772
data_1448,grad18-Zr measure 5 indent 3,50.23,0.0,19.25,0.0,30.53,57.16,0.0,23.04,0.0,19.8,116.3087076722721
data_1449,grad18-Zr measure 5 indent 4,50.23,0.0,19.25,0.0,30.53,57.16,0.0,23.04,0.0,19.8,120.28845594213192
data_1450,grad18-Zr measure 5 indent 5,50.23,0.0,19.25,0.0,30.53,57.16,0.0,23.04,0.0,19.8,118.489414090488
data_1451,grad18-Zr measure 6 indent 1,47.07,0.0,20.29,0.0,32.63,54.1,0.0,24.53,0.0,21.38,126.03494103776858
data_1452,grad18-Zr measure 6 indent 2,47.07,0.0,20.29,0.0,32.63,54.1,0.0,24.53,0.0,21.38,122.96186288058456
data_1453,grad18-Zr measure 6 indent 3,47.07,0.0,20.29,0.0,32.63,54.1,0.0,24.53,0.0,21.38,124.1233459566758
data_1454,grad18-Zr measure 6 indent 4,47.07,0.0,20.29,0.0,32.63,54.1,0.0,24.53,0.0,21.38,121.48136474290405
data_1455,grad18-Zr measure 6 indent 5,47.07,0.0,20.29,0.0,32.63,54.1,0.0,24.53,0.0,21.38,125.70874428113491
data_1456,grad18-Zr measure 7 indent 1,42.18,0.0,21.61,0.0,36.21,49.3,0.0,26.57,0.0,24.13,127.93037935435243
data_1457,grad18-Zr measure 7 indent 2,42.18,0.0,21.61,0.0,36.21,49.3,0.0,26.57,0.0,24.13,129.2915510690998
data_1458,grad18-Zr measure 7 indent 3,42.18,0.0,21.61,0.0,36.21,49.3,0.0,26.57,0.0,24.13,134.29858045424925
data_1459,grad18-Zr measure 7 indent 4,42.18,0.0,21.61,0.0,36.21,49.3,0.0,26.57,0.0,24.13,133.79377670517857
data_1460,grad18-Zr measure 7 indent 5,42.18,0.0,21.61,0.0,36.21,49.3,0.0,26.57,0.0,24.13,130.47314831722102
data_1461,grad18-Zr measure 8 indent 1,37.95,0.0,22.78,0.0,39.27,45.02,0.0,28.42,0.0,26.56,131.99336032092694
data_1462,grad18-Zr measure 8 indent 2,37.95,0.0,22.78,0.0,39.27,45.02,0.0,28.42,0.0,26.56,136.7100639674322
data_1463,grad18-Zr measure 8 indent 3,37.95,0.0,22.78,0.0,39.27,45.02,0.0,28.42,0.0,26.56,134.54859162598285
data_1464,grad18-Zr measure 8 indent 4,37.95,0.0,22.78,0.0,39.27,45.02,0.0,28.42,0.0,26.56,136.9887431693838
data_1465,grad18-Zr measure 8 indent 5,37.95,0.0,22.78,0.0,39.27,45.02,0.0,28.42,0.0,26.56,131.36560122001907
data_1466,grad18-Zr measure 9 indent 1,34.11,0.0,23.48,0.0,42.41,41.11,0.0,29.76,0.0,29.13,143.54821213541734
data_1468,grad18-Zr measure 9 indent 3,34.11,0.0,23.48,0.0,42.41,41.11,0.0,29.76,0.0,29.13,143.0836542874057
data_1470,grad18-Zr measure 9 indent 5,34.11,0.0,23.48,0.0,42.41,41.11,0.0,29.76,0.0,29.13,143.57452994569647
data_1471,grad18-Zr measure 10 indent 1,30.19,0.0,24.34,0.0,45.47,36.95,0.0,31.33,0.0,31.73,149.19095781457983
data_1472,grad18-Zr measure 10 indent 2,30.19,0.0,24.34,0.0,45.47,36.95,0.0,31.33,0.0,31.73,145.50399939057047
data_1473,grad18-Zr measure 10 indent 3,30.19,0.0,24.34,0.0,45.47,36.95,0.0,31.33,0.0,31.73,145.9725844221354
data_1474,grad18-Zr measure 10 indent 4,30.19,0.0,24.34,0.0,45.47,36.95,0.0,31.33,0.0,31.73,144.81872871814662
data_1475,grad18-Zr measure 10 indent 5,30.19,0.0,24.34,0.0,45.47,36.95,0.0,31.33,0.0,31.73,143.78996463734407
data_1476,grad18-Zr measure 11 indent 1,26.77,0.0,25.25,0.0,47.98,33.18,0.0,32.92,0.0,33.9,149.8906799402183
data_1477,grad18-Zr measure 11 indent 2,26.77,0.0,25.25,0.0,47.98,33.18,0.0,32.92,0.0,33.9,149.1369446725657
data_1478,grad18-Zr measure 11 indent 3,26.77,0.0,25.25,0.0,47.98,33.18,0.0,32.92,0.0,33.9,145.7983745111327
data_1479,grad18-Zr measure 11 indent 4,26.77,0.0,25.25,0.0,47.98,33.18,0.0,32.92,0.0,33.9,148.09266252879988
data_1480,grad18-Zr measure 11 indent 5,26.77,0.0,25.25,0.0,47.98,33.18,0.0,32.92,0.0,33.9,148.884472639351
data_1481,grad18-CrMo measure 1 indent 1,25.12,0.0,25.54,0.0,49.34,31.36,0.0,33.54,0.0,35.11,154.9139515382894
data_1482,grad18-CrMo measure 1 indent 2,25.12,0.0,25.54,0.0,49.34,31.36,0.0,33.54,0.0,35.11,158.70309385051021
data_1483,grad18-CrMo measure 1 indent 3,25.12,0.0,25.54,0.0,49.34,31.36,0.0,33.54,0.0,35.11,150.64230268602267
data_1484,grad18-CrMo measure 1 indent 4,25.12,0.0,25.54,0.0,49.34,31.36,0.0,33.54,0.0,35.11,154.91530803589052
data_1485,grad18-CrMo measure 1 indent 5,25.12,0.0,25.54,0.0,49.34,31.36,0.0,33.54,0.0,35.11,158.46757324939963
data_1486,grad18-CrMo measure 2 indent 1,22.07,0.0,26.15,0.0,51.79,27.9,0.0,34.77,0.0,37.32,152.9277980894173
data_1487,grad18-CrMo measure 2 indent 2,22.07,0.0,26.15,0.0,51.79,27.9,0.0,34.77,0.0,37.32,151.80587839536574
data_1488,grad18-CrMo measure 2 indent 3,22.07,0.0,26.15,0.0,51.79,27.9,0.0,34.77,0.0,37.32,160.04691058512057
data_1489,grad18-CrMo measure 2 indent 4,22.07,0.0,26.15,0.0,51.79,27.9,0.0,34.77,0.0,37.32,162.57764461306135
data_1490,grad18-CrMo measure 2 indent 5,22.07,0.0,26.15,0.0,51.79,27.9,0.0,34.77,0.0,37.32,158.15376187962707
data_1491,grad18-CrMo measure 3 indent 1,19.36,0.0,26.78,0.0,53.86,24.75,0.0,36.0,0.0,39.24,155.74255944842216
data_1492,grad18-CrMo measure 3 indent 2,19.36,0.0,26.78,0.0,53.86,24.75,0.0,36.0,0.0,39.24,163.11316588725035
data_1493,grad18-CrMo measure 3 indent 3,19.36,0.0,26.78,0.0,53.86,24.75,0.0,36.0,0.0,39.24,161.8944996498612
data_1494,grad18-CrMo measure 3 indent 4,19.36,0.0,26.78,0.0,53.86,24.75,0.0,36.0,0.0,39.24,153.557176224589
data_1495,grad18-CrMo measure 3 indent 5,19.36,0.0,26.78,0.0,53.86,24.75,0.0,36.0,0.0,39.24,155.23260765078334
data_1496,grad18-CrMo measure 4 indent 1,16.36,0.0,27.4,0.0,55.86,21.75,0.0,37.0,0.0,40.84,163.17816931309108
data_1497,grad18-CrMo measure 4 indent 2,16.36,0.0,27.4,0.0,55.86,21.75,0.0,37.0,0.0,40.84,162.20869499267474
data_1498,grad18-CrMo measure 4 indent 3,16.36,0.0,27.4,0.0,55.86,21.75,0.0,37.0,0.0,40.84,164.08017874479768
data_1499,grad18-CrMo measure 4 indent 4,16.36,0.0,27.4,0.0,55.86,21.75,0.0,37.0,0.0,40.84,160.84043861658787
data_1500,grad18-CrMo measure 4 indent 5,16.36,0.0,27.4,0.0,55.86,21.75,0.0,37.0,0.0,40.84,163.07690966794956
data_1501,grad18-CrMo measure 5 indent 1,14.56,0.0,27.98,0.0,57.46,18.97,0.0,38.35,0.0,42.68,165.1584395839383
data_1502,grad18-CrMo measure 5 indent 2,14.56,0.0,27.98,0.0,57.46,18.97,0.0,38.35,0.0,42.68,173.03814886324855
data_1503,grad18-CrMo measure 5 indent 3,14.56,0.0,27.98,0.0,57.46,18.97,0.0,38.35,0.0,42.68,167.1699702209852
data_1504,grad18-CrMo measure 5 indent 4,14.56,0.0,27.98,0.0,57.46,18.97,0.0,38.35,0.0,42.68,122.39793644543943
data_1505,grad18-CrMo measure 5 indent 5,14.56,0.0,27.98,0.0,57.46,18.97,0.0,38.35,0.0,42.68,198.73667096461966
data_1506,grad18-CrMo measure 6 indent 1,12.63,0.0,28.5,0.0,58.86,16.59,0.0,39.36,0.0,44.05,175.041254896218
data_1507,grad18-CrMo measure 6 indent 2,12.63,0.0,28.5,0.0,58.86,16.59,0.0,39.36,0.0,44.05,167.96439029172402
data_1508,grad18-CrMo measure 6 indent 3,12.63,0.0,28.5,0.0,58.86,16.59,0.0,39.36,0.0,44.05,170.64149704026488
data_1509,grad18-CrMo measure 6 indent 4,12.63,0.0,28.5,0.0,58.86,16.59,0.0,39.36,0.0,44.05,172.1757076571161
data_1510,grad18-CrMo measure 6 indent 5,12.63,0.0,28.5,0.0,58.86,16.59,0.0,39.36,0.0,44.05,176.12401578432454
data_1511,grad18-CrMo measure 7 indent 1,10.99,0.0,29.24,0.0,59.77,14.49,0.0,40.57,0.0,44.94,184.90174921939916
data_1513,grad18-CrMo measure 7 indent 3,10.99,0.0,29.24,0.0,59.77,14.49,0.0,40.57,0.0,44.94,189.66923356190563
data_1514,grad18-CrMo measure 7 indent 4,10.99,0.0,29.24,0.0,59.77,14.49,0.0,40.57,0.0,44.94,187.06978801848197
data_1515,grad18-CrMo measure 7 indent 5,10.99,0.0,29.24,0.0,59.77,14.49,0.0,40.57,0.0,44.94,187.92846215064364
data_1516,grad18-CrMo measure 8 indent 1,8.28,0.0,29.01,0.0,62.71,11.1,0.0,40.94,0.0,47.96,241.70726054395504
data_1517,grad18-CrMo measure 8 indent 2,8.28,0.0,29.01,0.0,62.71,11.1,0.0,40.94,0.0,47.96,234.48390776736136
data_1518,grad18-CrMo measure 8 indent 3,8.28,0.0,29.01,0.0,62.71,11.1,0.0,40.94,0.0,47.96,245.3213251616309
data_1519,grad18-CrMo measure 8 indent 4,8.28,0.0,29.01,0.0,62.71,11.1,0.0,40.94,0.0,47.96,255.40608167242564
data_1520,grad18-CrMo measure 8 indent 5,8.28,0.0,29.01,0.0,62.71,11.1,0.0,40.94,0.0,47.96,248.85724356054612
data_1521,grad18-CrMo measure 9 indent 1,6.91,0.0,30.27,0.0,62.82,9.28,0.0,42.7,0.0,48.03,255.4591840441965
data_1522,grad18-CrMo measure 9 indent 2,6.91,0.0,30.27,0.0,62.82,9.28,0.0,42.7,0.0,48.03,261.14195874517355
data_1523,grad18-CrMo measure 9 indent 3,6.91,0.0,30.27,0.0,62.82,9.28,0.0,42.7,0.0,48.03,256.47021616419806
data_1524,grad18-CrMo measure 9 indent 4,6.91,0.0,30.27,0.0,62.82,9.28,0.0,42.7,0.0,48.03,265.4053251499153
data_1525,grad18-CrMo measure 9 indent 5,6.91,0.0,30.27,0.0,62.82,9.28,0.0,42.7,0.0,48.03,257.0411683244702
data_1526,grad18-CrMo measure 10 indent 1,6.12,0.0,31.43,0.0,62.45,8.18,0.0,44.21,0.0,47.6,253.62943110275148
data_1527,grad18-CrMo measure 10 indent 2,6.12,0.0,31.43,0.0,62.45,8.18,0.0,44.21,0.0,47.6,265.4250835782797
